customer_id,name,gender,age,phone,email,city,joined_at,skin_type,pc_user_type,foot_type
C0060,이선우,M,41,010-9986-3899,sunwoo20@gmail.com,서울,2025-09-11,지성,사무직,칼발
C0061,최현주,F,24,010-4766-5945,choihyunjoo@naver.com,서울,2023-09-30,건성,FPS유저,발볼넓음
C0062,박윤서,F,25,010-2615-5726,parkyunseo@naver.com,서울,2025-07-04,복합성,사무직,발볼넓음
C0063,양건우,M,55,010-9190-1392,yang.gunwoo@kakao.com,서울,2025-04-06,건성,디자이너,칼발
C0064,오지윤,F,44,010-2886-0410,jiyun87@daum.net,울산,2024-07-26,복합성,사무직,칼발
C0065,김준영,M,28,010-5877-9571,junyoung_kim@kakao.com,울산,2025-06-19,건성,사무직,발볼넓음
C0066,서준우,M,58,010-6933-1507,junwoo_seo@daum.net,부산,2025-09-28,건성,FPS유저,발볼넓음
C0067,임선영,F,35,010-6175-5570,sunyounglim@daum.net,제주,2024-05-08,복합성,사무직,칼발
C0068,안건우,M,29,010-2693-0428,gunwoo26@naver.com,부산,2026-04-23,민감성,FPS유저,칼발
C0069,손예린,F,58,010-4765-4948,yerin19@gmail.com,경기,2025-04-29,건성,디자이너,칼발
C0070,이나윤,F,36,010-3947-3352,leenayun@daum.net,경기,2025-04-07,복합성,FPS유저,칼발
C0071,이하윤,F,45,010-4316-8700,hayun86@gmail.com,서울,2024-09-29,건성,디자이너,평발
C0072,서경수,M,31,010-2073-3263,kyungsoo_seo@gmail.com,서울,2024-01-02,민감성,FPS유저,평발
C0073,이연준,M,29,010-2937-3061,lee.yeonjun@gmail.com,고양,2024-12-29,민감성,사무직,칼발
C0074,강소연,F,29,010-8158-4519,kangsoyeon@gmail.com,성남,2023-03-17,민감성,사무직,평발
C0075,이은서,F,36,010-6361-5152,eunseo5@gmail.com,서울,2025-03-05,민감성,FPS유저,평발
C0076,백하윤,F,37,010-6977-6500,baekhayun@gmail.com,울산,2024-03-10,복합성,FPS유저,평발
C0077,김연준,M,58,010-9708-9765,kimyeonjun@naver.com,경기,2023-07-30,건성,FPS유저,평발
C0078,임예은,F,49,010-3976-7527,limyeeun@gmail.com,제주,2026-03-18,건성,사무직,칼발
C0079,김연우,F,40,010-7016-4233,kimyeonwoo@gmail.com,서울,2023-12-04,복합성,사무직,발볼넓음
C0080,임소연,F,33,010-2397-1519,soyeon_lim@gmail.com,경기,2024-11-22,건성,사무직,발볼넓음
C0081,김대호,M,25,017-479-6395,kimdaeho@gmail.com,경기,2025-01-21,지성,FPS유저,칼발
C0082,서도윤,M,20,010-6947-2985,doyunseo@naver.com,대전,2025-06-07,지성,디자이너,발볼넓음
C0083,이도윤,M,26,010-5669-0987,doyun_lee@gmail.com,부산,2023-01-19,지성,FPS유저,칼발
C0084,김소율,F,25,010-5812-3187,kimsoyul@nate.com,인천,2024-04-30,민감성,사무직,발볼넓음
C0085,홍지훈,M,36,010-7447-9025,jihoon34@naver.com,부산,2022-11-19,복합성,디자이너,칼발
C0086,이재현,M,33,010-1187-4972,jaehyunlee@naver.com,경기,2022-08-18,복합성,FPS유저,칼발
C0087,이대호,M,58,010-1228-5952,leedaeho@naver.com,경기,2025-04-12,건성,사무직,발볼넓음
C0088,이서준,M,36,010-7554-9385,seojun34@daum.net,수원,2025-11-18,복합성,사무직,발볼넓음
C0089,이수아,F,58,010-1439-8674,sua31@naver.com,세종,2025-11-09,건성,디자이너,칼발
C0090,한지유,F,26,010-6169-2419,han.jiyu@naver.com,인천,2024-11-30,복합성,FPS유저,칼발
C0091,김수아,F,31,010-1665-1949,suakim@outlook.com,경기,2025-05-10,복합성,디자이너,발볼넓음
C0092,강유진,F,36,010-1855-8663,yujin55@naver.com,경기,2025-04-13,지성,사무직,발볼넓음
C0093,서기태,M,33,010-5327-5696,seokitae@gmail.com,수원,2024-12-04,복합성,FPS유저,칼발
C0094,한미나,F,46,010-3887-1115,mina_han@gmail.com,경기,2025-03-25,건성,FPS유저,칼발
C0095,정선우,M,19,010-9058-1537,jungsunwoo@gmail.com,성남,2025-03-14,복합성,FPS유저,칼발
C0096,정경수,M,29,010-5919-8109,jung.kyungsoo@gmail.com,경기,2025-02-14,복합성,FPS유저,평발
C0097,전지호,M,38,010-1380-5193,jeonjiho@gmail.com,수원,2025-05-23,지성,FPS유저,평발
C0098,한영은,F,28,010-5030-7591,youngeun_han@naver.com,성남,2023-11-23,복합성,디자이너,발볼넓음
C0099,고연우,F,38,010-4741-6051,yeonwoo_ko@naver.com,서울,2025-06-20,복합성,사무직,평발
C0100,이우진,M,25,010-3391-8249,woojinlee@daum.net,창원,2024-01-18,지성,FPS유저,발볼넓음
C0101,문가은,F,29,010-4465-5017,gaeunmoon@naver.com,용인,2022-11-27,복합성,디자이너,칼발
C0102,이미나,F,42,010-2045-6799,lee.mina@naver.com,대구,2023-07-20,지성,사무직,발볼넓음
C0103,유상우,M,20,010-9012-1689,sangwoo34@naver.com,경기,2025-05-12,민감성,FPS유저,평발
C0104,최민서,F,27,010-2721-9505,choi.minseo@naver.com,수원,2025-10-07,복합성,사무직,칼발
C0105,박현주,F,61,016-717-4921,hyunjoo_park@daum.net,경기,2025-01-21,복합성,디자이너,평발
C0106,박지아,F,49,010-8621-5546,parkjia@hanmail.net,경기,2024-02-11,민감성,디자이너,발볼넓음
C0107,이경희,F,36,010-3340-0422,kyunghee_lee@naver.com,서울,2024-01-15,복합성,디자이너,발볼넓음
C0108,류정민,F,26,010-9790-2907,jungmin30@naver.com,경기,2024-01-31,건성,FPS유저,칼발
C0109,허성호,M,44,010-8590-5307,heo.sungho@hanmail.net,경기,2024-08-17,건성,사무직,발볼넓음
C0110,김선영,F,49,010-7206-4623,sunyoungkim@naver.com,수원,2023-11-21,복합성,FPS유저,발볼넓음
C0111,임서연,F,32,011-225-8531,seoyeon49@kakao.com,경기,2025-04-19,건성,사무직,평발
C0112,김정민,F,31,010-2421-9932,kimjungmin@naver.com,서울,2026-03-24,건성,사무직,발볼넓음
C0113,김서아,F,24,010-9891-7208,kimseoa@naver.com,경기,2024-03-18,지성,사무직,평발
C0114,강하준,M,43,010-7286-1823,hajunkang@naver.com,서울,2026-02-10,복합성,디자이너,발볼넓음
C0115,조지유,F,43,010-1019-4138,jiyucho@outlook.com,서울,2025-05-16,지성,디자이너,평발
C0116,문하윤,F,26,010-5097-5898,hayun_moon@daum.net,서울,2024-02-06,지성,사무직,칼발
C0117,손가은,F,57,010-9046-8758,son.gaeun@naver.com,대구,2025-09-13,건성,사무직,평발
C0118,최지아,F,33,010-1875-6247,jia67@gmail.com,부산,2023-01-18,복합성,사무직,칼발
C0119,김지혜,F,45,010-8232-2658,kimjihye@kakao.com,서울,2025-09-28,민감성,FPS유저,평발
C0120,김가은,F,26,010-9136-4592,gaeun81@naver.com,부산,2025-08-10,복합성,사무직,평발
C0121,서아름,F,29,010-7758-7737,areum_seo@gmail.com,서울,2023-09-12,복합성,사무직,칼발
C0122,강미영,F,27,010-3003-0132,miyoung29@daum.net,부산,2025-04-19,건성,FPS유저,평발
C0123,이병철,M,38,010-1442-9153,byungchul_lee@gmail.com,부산,2022-09-14,민감성,디자이너,발볼넓음
C0124,조준우,M,39,010-1238-1864,junwoocho@daum.net,경기,2024-10-17,건성,사무직,칼발
C0125,박나윤,F,49,016-431-7738,nayunpark@outlook.com,경기,2024-10-29,지성,디자이너,발볼넓음
C0126,최서윤,F,36,010-1879-3092,choiseoyun@gmail.com,수원,2025-07-16,건성,사무직,평발
C0127,최지윤,F,44,010-3552-4691,jiyun_choi@gmail.com,울산,2025-09-08,복합성,사무직,발볼넓음
C0128,최윤서,F,29,010-4561-4472,yunseo_choi@gmail.com,경기,2024-02-27,민감성,디자이너,평발
C0129,박다은,F,33,010-9166-8039,daeun70@naver.com,용인,2023-10-11,복합성,사무직,발볼넓음
C0130,이수정,F,21,010-4319-2453,leesujeong@naver.com,대구,2023-04-28,복합성,디자이너,칼발
C0131,조지훈,M,27,010-3671-6147,chojihoon@daum.net,경기,2025-07-07,지성,FPS유저,칼발
C0132,류준영,M,33,010-5639-4387,junyoung_ryu@daum.net,대구,2024-05-09,민감성,사무직,평발
C0133,김승우,M,21,010-9714-1967,kim.seungwoo@gmail.com,경기,2025-05-11,민감성,FPS유저,발볼넓음
C0134,신선영,F,36,010-9928-8903,shin.sunyoung@gmail.com,대구,2023-01-06,민감성,사무직,칼발
C0135,한예린,F,26,010-7136-3044,hanyerin@gmail.com,대구,2024-08-28,지성,사무직,칼발
C0136,김미나,F,32,010-6961-7034,mina55@hanmail.net,광주,2025-08-16,민감성,디자이너,평발
C0137,정정민,F,30,017-410-8620,jung.jungmin@kakao.com,경기,2024-02-27,복합성,사무직,칼발
C0138,박우진,M,26,010-9321-2158,woojin52@naver.com,대구,2025-04-13,지성,FPS유저,칼발
C0139,오준영,M,41,010-4984-6989,oh.junyoung@daum.net,서울,2024-02-05,민감성,FPS유저,칼발
C0140,이민서,F,43,010-1762-4863,minseo_lee@nate.com,포항,2022-09-21,지성,사무직,발볼넓음
C0141,고미영,F,58,010-7944-2056,miyoung96@naver.com,서울,2024-11-07,복합성,FPS유저,발볼넓음
C0142,오하윤,F,25,010-2251-7956,hayunoh@gmail.com,서울,2025-12-19,민감성,디자이너,칼발
C0143,최경수,M,34,010-2008-5997,choi.kyungsoo@gmail.com,성남,2026-01-15,복합성,사무직,평발
C0144,신지유,F,45,010-9923-0430,jiyushin@hanmail.net,경기,2024-04-02,건성,사무직,칼발
C0145,이윤서,F,25,010-6157-5433,yunseolee@gmail.com,고양,2025-10-13,민감성,FPS유저,평발
C0146,김지우,F,57,010-5712-9256,kim.jiwoo@gmail.com,수원,2024-02-14,건성,사무직,발볼넓음
C0147,김소연,F,43,010-6157-9782,soyeon6@naver.com,인천,2024-08-25,민감성,사무직,평발
C0148,이하준,M,32,010-9764-8180,hajun83@gmail.com,서울,2025-02-18,민감성,FPS유저,칼발
C0149,손우진,M,26,010-9990-7220,woojin_son@naver.com,경기,2025-04-18,복합성,사무직,칼발
C0150,김민서,F,19,010-6554-2192,minseo_kim@nate.com,경기,2025-03-30,건성,FPS유저,칼발
C0151,윤경수,M,34,017-568-6688,yoon.kyungsoo@naver.com,용인,2023-05-19,건성,FPS유저,발볼넓음
C0152,류지민,F,42,010-2121-0167,jimin_ryu@daum.net,서울,2026-05-15,복합성,사무직,칼발
C0153,윤준영,M,38,010-5732-1136,yoon.junyoung@naver.com,춘천,2023-10-19,지성,사무직,칼발
C0154,이서윤,F,34,010-6089-0895,lee.seoyun@outlook.com,대구,2022-12-13,건성,FPS유저,발볼넓음
C0155,이지우,F,30,010-9966-0018,jiwoo_lee@hanmail.net,대구,2024-09-20,지성,디자이너,칼발
C0156,송지민,F,49,010-8360-9762,songjimin@naver.com,서울,2025-01-29,복합성,FPS유저,칼발
C0157,이태현,M,26,016-818-8939,taehyun_lee@naver.com,서울,2022-11-26,지성,FPS유저,칼발
C0158,강지훈,M,21,010-7033-3563,kang.jihoon@kakao.com,경기,2024-03-02,민감성,사무직,발볼넓음
C0159,이하린,F,39,010-4928-8721,harin_lee@naver.com,천안,2024-09-22,복합성,사무직,칼발
C0160,장선영,F,28,010-3837-5463,jang.sunyoung@naver.com,경기,2024-02-13,복합성,디자이너,평발
C0161,윤선영,F,61,010-1941-9361,sunyoung_yoon@daum.net,경기,2025-04-10,건성,디자이너,칼발
C0162,최유진,F,58,010-8924-9936,yujin35@kakao.com,경기,2023-11-13,민감성,FPS유저,발볼넓음
C0163,이은지,F,37,010-2678-5467,eunji26@outlook.com,경기,2024-09-01,복합성,사무직,발볼넓음
C0164,김채원,F,46,010-8978-8490,chaewon41@gmail.com,부산,2025-03-07,민감성,FPS유저,칼발
C0165,김기태,M,31,010-5094-7788,kitae_kim@naver.com,경기,2025-01-25,건성,사무직,평발
C0166,이현주,F,21,017-944-8047,leehyunjoo@naver.com,경기,2025-08-16,건성,디자이너,칼발
C0167,전서연,F,31,011-307-0757,seoyeon_jeon@gmail.com,인천,2024-11-27,복합성,FPS유저,평발
C0168,강수빈,F,34,010-6620-7056,kang.subin@gmail.com,인천,2025-09-23,지성,디자이너,발볼넓음
C0169,정서아,F,38,010-8269-7390,jung.seoa@naver.com,청주,2024-11-22,건성,사무직,평발
C0170,박수아,F,31,010-8901-1632,sua_park@naver.com,대전,2026-01-17,복합성,사무직,발볼넓음
C0171,김미영,F,36,010-9665-2045,miyoungkim@kakao.com,수원,2025-01-18,건성,사무직,발볼넓음
C0172,강수아,F,25,010-9369-8732,kang.sua@naver.com,용인,2024-05-16,건성,디자이너,칼발
C0173,강하은,F,41,010-4930-2564,haeunkang@kakao.com,대전,2025-11-01,복합성,사무직,평발
C0174,서영은,F,35,010-5770-4285,youngeunseo@naver.com,창원,2024-02-03,지성,사무직,평발
C0175,조태현,M,32,010-7973-5133,taehyun87@kakao.com,서울,2025-10-22,복합성,사무직,칼발
C0176,손지아,F,36,010-5874-2011,son.jia@gmail.com,성남,2024-07-06,복합성,사무직,평발
C0177,김은지,F,34,010-2224-3407,kim.eunji@naver.com,경기,2023-05-15,복합성,디자이너,발볼넓음
C0178,조예은,F,39,010-7869-8050,yeeun62@naver.com,천안,2022-10-24,지성,사무직,칼발
C0179,이기태,M,44,010-9603-3200,kitae88@daum.net,서울,2025-04-01,민감성,FPS유저,평발
C0180,김하린,F,34,010-4786-1358,kim.harin@naver.com,서울,2026-02-18,복합성,디자이너,발볼넓음
C0181,이지아,F,66,010-4456-0703,lee.jia@naver.com,경기,2025-09-28,건성,FPS유저,발볼넓음
C0182,조성민,M,48,010-2955-6852,cho.sungmin@gmail.com,인천,2024-12-14,민감성,디자이너,칼발
C0183,손은서,F,28,010-4867-1363,eunseoson@gmail.com,서울,2023-08-08,지성,사무직,칼발
C0184,정지혜,F,36,010-9493-3573,jungjihye@naver.com,경기,2023-11-08,민감성,사무직,칼발
C0185,김소희,F,29,010-6276-1020,soheekim@naver.com,경기,2026-02-27,건성,사무직,발볼넓음
C0186,오수빈,F,58,010-7566-9835,subin62@gmail.com,인천,2025-07-07,건성,사무직,칼발
C0187,홍정훈,M,27,010-7216-9399,hong.junghoon@gmail.com,인천,2025-12-05,건성,사무직,발볼넓음
C0188,김보라,F,58,010-2239-5954,kimbora@naver.com,인천,2022-07-23,민감성,디자이너,발볼넓음
C0189,박기태,M,63,017-490-1926,kitaepark@hanmail.net,경기,2024-01-17,복합성,사무직,평발
C0190,조도윤,M,32,016-649-7755,doyuncho@naver.com,경기,2024-09-03,복합성,FPS유저,칼발
C0191,송지윤,F,33,010-1008-7394,jiyun_song@naver.com,서울,2025-02-11,복합성,사무직,발볼넓음
C0192,정준영,M,38,010-2923-2317,jungjunyoung@gmail.com,전주,2022-05-01,복합성,사무직,평발
C0193,오나윤,F,68,010-4330-2042,ohnayun@naver.com,서울,2025-05-13,민감성,디자이너,발볼넓음
C0194,박예은,F,56,010-4682-9973,yeeunpark@naver.com,경기,2024-12-09,민감성,FPS유저,발볼넓음
C0195,이가은,F,42,010-6178-7253,gaeunlee@gmail.com,성남,2023-09-30,복합성,사무직,발볼넓음
C0196,정서윤,F,31,010-7812-3226,jung.seoyun@daum.net,경기,2026-04-01,민감성,사무직,발볼넓음
C0197,류윤서,F,41,010-2767-3128,yunseoryu@naver.com,서울,2025-08-01,복합성,사무직,칼발
C0198,박하은,F,53,010-2971-2332,parkhaeun@naver.com,고양,2024-02-18,건성,사무직,발볼넓음
C0199,김혜진,F,28,016-706-9463,kim.hyejin@naver.com,서울,2024-06-24,지성,사무직,평발
C0200,박보라,F,49,010-6022-9500,bora_park@naver.com,여수,2024-07-31,건성,사무직,칼발
C0201,정지아,F,20,010-8730-5907,jiajung@kakao.com,대전,2025-06-20,지성,사무직,칼발
C0202,김아름,F,47,010-5328-6598,kimareum@gmail.com,경기,2024-12-30,건성,사무직,평발
C0203,조소연,F,47,010-3481-5342,soyeon93@naver.com,광주,2023-10-05,건성,FPS유저,발볼넓음
C0204,오유진,F,61,010-4710-5100,yujin80@naver.com,경기,2022-08-13,지성,사무직,발볼넓음
C0205,김재현,M,49,017-336-0132,jaehyun39@naver.com,수원,2025-04-22,건성,사무직,평발
C0206,서수빈,F,25,010-7814-1503,subin90@kakao.com,서울,2025-07-12,복합성,사무직,칼발
C0207,박정민,F,19,010-7138-6049,park.jungmin@gmail.com,대전,2024-08-03,지성,FPS유저,발볼넓음
C0208,황유진,F,42,010-4111-0207,yujin_hwang@gmail.com,성남,2025-09-11,복합성,사무직,평발
C0209,김태현,M,27,010-9728-8863,taehyun90@gmail.com,서울,2023-04-30,복합성,FPS유저,발볼넓음
C0210,최은지,F,34,010-3818-7817,eunjichoi@gmail.com,제주,2024-02-18,민감성,사무직,발볼넓음
C0211,권윤서,F,54,017-122-5257,yunseo19@naver.com,경기,2024-12-18,복합성,사무직,발볼넓음
C0212,최다은,F,27,010-6472-1018,daeunchoi@kakao.com,인천,2026-05-29,복합성,사무직,발볼넓음
C0213,송하준,M,38,010-6101-6191,hajun_song@daum.net,서울,2024-09-11,민감성,사무직,칼발
C0214,김지유,F,43,010-7275-2319,jiyu96@outlook.com,여수,2024-12-04,복합성,사무직,발볼넓음
C0215,정시우,M,58,010-3952-6392,siwoo_jung@hanmail.net,경기,2022-12-17,건성,사무직,칼발
C0216,김지윤,F,45,011-873-0415,jiyun62@naver.com,청주,2024-04-03,민감성,사무직,발볼넓음
C0217,최영은,F,31,010-2925-6417,youngeun_choi@gmail.com,서울,2025-04-17,복합성,사무직,평발
C0218,백영은,F,47,010-3081-3471,youngeun_baek@daum.net,대구,2025-08-02,건성,사무직,칼발
C0219,박수빈,F,29,010-3258-1800,park.subin@hanmail.net,경기,2023-10-29,복합성,사무직,발볼넓음
C0220,강혜진,F,41,010-9470-1805,hyejin_kang@naver.com,경기,2025-09-02,복합성,FPS유저,평발
C0221,송태현,M,25,010-1083-1972,taehyun85@naver.com,대구,2026-02-02,건성,사무직,평발
C0222,이다은,F,39,010-9699-5215,daeun43@gmail.com,경기,2024-06-11,민감성,디자이너,발볼넓음
C0223,서성호,M,40,010-1183-5621,seo.sungho@nate.com,경기,2024-08-06,복합성,디자이너,칼발
C0224,박예린,F,35,010-5867-3813,park.yerin@gmail.com,경기,2026-01-31,민감성,디자이너,발볼넓음
C0225,이수빈,F,39,010-2316-1145,subinlee@hanmail.net,대전,2023-10-30,건성,사무직,발볼넓음
C0226,김예린,F,42,010-4223-6366,yerin_kim@daum.net,경기,2025-08-31,민감성,사무직,발볼넓음
C0227,홍유진,F,34,010-1818-1713,yujin96@naver.com,전주,2022-11-27,민감성,사무직,평발
C0228,홍소연,F,31,010-2849-4243,hongsoyeon@naver.com,서울,2024-10-20,복합성,사무직,발볼넓음
C0229,김종민,M,30,010-9955-7578,jongmin20@naver.com,경기,2024-07-25,민감성,디자이너,평발
C0230,김지훈,M,48,010-1026-7181,kim.jihoon@naver.com,울산,2024-10-03,건성,사무직,평발
C0231,강예은,F,19,010-5387-6372,kangyeeun@naver.com,인천,2024-09-25,지성,사무직,발볼넓음
C0232,안가은,F,41,010-5875-9323,ahn.gaeun@hanmail.net,수원,2025-12-01,민감성,FPS유저,평발
C0233,손종민,M,31,010-2589-8439,jongmin21@naver.com,고양,2026-01-19,건성,사무직,칼발
C0234,송준우,M,53,010-9370-9116,junwoosong@nate.com,경기,2025-06-30,민감성,사무직,평발
C0235,이지윤,F,23,010-5780-1562,jiyun_lee@daum.net,부산,2025-06-25,지성,디자이너,칼발
C0236,안채원,F,68,010-3257-1222,chaewon_ahn@outlook.com,서울,2024-05-16,복합성,디자이너,칼발
C0237,유수아,F,30,010-9300-1641,suayoo@hanmail.net,포항,2024-04-15,건성,사무직,평발
C0238,윤아름,F,38,010-5970-5906,areum_yoon@naver.com,대구,2023-03-14,복합성,사무직,칼발
C0239,정나윤,F,33,010-5044-6361,nayun_jung@kakao.com,서울,2024-04-11,지성,디자이너,발볼넓음
C0240,최연우,F,45,010-7903-0972,yeonwoochoi@naver.com,서울,2023-03-07,민감성,사무직,발볼넓음
C0241,정소율,F,21,017-196-4141,jungsoyul@daum.net,대전,2025-11-15,민감성,FPS유저,발볼넓음
C0242,서정민,F,32,010-1666-2304,jungminseo@daum.net,경기,2023-07-09,복합성,사무직,칼발
C0243,강우진,M,30,010-1248-5545,kangwoojin@daum.net,창원,2024-04-05,민감성,FPS유저,평발
C0244,송은지,F,46,010-6199-5863,eunji17@naver.com,경기,2025-01-13,복합성,사무직,칼발
C0245,임병철,M,62,010-7199-2587,byungchul81@naver.com,서울,2023-11-11,지성,사무직,칼발
C0246,권현우,M,42,010-9491-7211,hyunwoo_kwon@nate.com,서울,2022-06-09,복합성,사무직,칼발
C0247,김영수,M,26,010-9717-0820,youngsookim@nate.com,전주,2025-09-13,지성,FPS유저,평발
C0248,정서준,M,20,010-5977-7879,jung.seojun@naver.com,인천,2026-02-13,지성,사무직,발볼넓음
C0249,고윤서,F,25,010-2725-3122,yunseo_ko@gmail.com,부산,2025-07-18,복합성,디자이너,발볼넓음
C0250,전소연,F,29,010-8662-6190,soyeon82@naver.com,경기,2024-03-28,지성,FPS유저,평발
